title,author,place_production,date,extents,credits_note,subjects,summary,detail,link
[DUNDEE STANDARD NEWSPAPER].,,[Place of production not identified]  : ,1979,['(2.41 mins) : '],"Producer, Grampian Television.",Dundee -- television news,"An interview with the editor of the Dundee Standard newspaper, Ron McKay. ","sound, colour",http://movingimage.nls.uk/film/N0172
(TRANSPORT POLICY IN THE HIGHLANDS AND ISLANDS).,,[Place of production not identified]  : ,1980,['(10.25 mins) : '],"Producer, Grampian Television.","Transport -- Highlands, the -- television news",Current affairs programme discussing transport policy in the Highlands and Islands.,"sound, colour",http://movingimage.nls.uk/film/N0183
[EDINBURGH FOLK FESTIVAL: Cilla Fisher and Arty Tresize].,,[Place of production not identified]  : ,1980,['(10.41 mins) : '],"Producer, Grampian Television.",television news,Cilla Fisher and Arty Tresize perform folk music and tell stories from  Fife at the Edinburgh Folk Festival.,"sound, colour",http://movingimage.nls.uk/film/N0186
[EDINBURGH FOLK FESTIVAL: 'Home Brew'].,,[Place of production not identified]  : ,1980,['(3.14 mins) : '],"Producer, Grampian Television.",television news,Performance by the Shetland folk musicians 'Home Brew' at the Edinburgh Folk Festival. ,"sound, colour",http://movingimage.nls.uk/film/N0189
[PETERHEAD CINEMA RUNNING CHILDREN'S MATINEES].,,[Place of production not identified]  : ,1980,['(1.01 mins) : '],"Producer, Grampian Television.","Media, Communication and the Creative Industries -- Aberdeenshire -- television news","Interview in the Playhouse, a  Peterhead cinema running children's matinees.","sound, colour",http://movingimage.nls.uk/film/N0209
[SHIPBUILDERS INTERVIEW].,,[Place of production not identified]  : ,1980,['(3.59 mins) : '],"Producer, Grampian Television.",Ships and Shipping -- Aberdeenshire -- television news,"Grampian Television news report on the decline of boatbuilding in the north of Scotland, due to lack of orders.","sound, colour",http://movingimage.nls.uk/film/N0216
(INTERVIEW WITH JOHNNY BEATTIE AND UNA MCLEAN).,,[Place of production not identified]  : ,1980,['(3.11 mins) : '],"Producer, Grampian Television.",television news,"Interviews with actors Johnny Beattie and Una McLean, who are both involved in a variety-like theatre show set in 1940s UK, in midst of the war.","sound, colour",http://movingimage.nls.uk/film/N0219
[CUIR CAR: Wilma Kennedy].,,[Place of production not identified]  : ,1980,['(6.25 mins) : '],"Director, d. A. Franchi ; Producer, Grampian Television.",Children and Infants -- Glasgow -- children's,Gaelic TV programme in which a young girl (Wilma Kennedy) talks about her life and hobbies in Glasgow.,"sound, colour",http://movingimage.nls.uk/film/N0221
(ARMAND - KITCHEN APPLIANCES).,,[Place of production not identified]  : ,1980,['(4.05 mins) : '],"Producer, Grampian Television.",Food and Drink -- television news,"Armand demonstrates a variety of kitchen appliances which are on the market to help in the kitchen, blenders, electric carving knives and pressure cookers.","sound, colour",http://movingimage.nls.uk/film/N0224
[CELTIC FILM FESTIVAL 1980].,,[Place of production not identified]  : ,1980,['(3.21 mins) : '],"Producer, Grampian Television.",Outer Hebrides -- television news,"News item on the First Celtic Film Festival, in 1980.","mute, colour",http://movingimage.nls.uk/film/N0234
[FISH FARMING].,,[Place of production not identified]  : ,1979,['(2.58 mins) : '],"Producer, Grampian Television.",Fish and Fishing -- Invernesshire,A report on trout fish farming at Moniack Hatchery near Inverness.  Includes an interview with Bill McKenzie of the Highlands and Islands Development Board about the economic benefits fish farming is bringing to the area.,"sound, colour",http://movingimage.nls.uk/film/N0239
[FOOTBALL TRAINING AT SEATON PARK].,,[Place of production not identified]  : ,1980,['(2.31 mins) : '],"Producer, Grampian Television.",Aberdeen -- television news,"Aberdeen football team in training with Alex Ferguson at Seaton Park, Aberdeen.","mute, colour",http://movingimage.nls.uk/film/N0254
[INVERNESS PRESS INTERVIEW].,,[Place of production not identified]  : ,1980,['(3.12 mins) : '],"Producer, Grampian Television.","Media, Communication and the Creative Industries -- television news","Interview, presumably with the owner of printing business ""Northpress"" in Inverness. Interview discusses objections raised by the Scottish Geographical Division of SOGAT, in response to the prospect of using a system for electronic delivery of newspaper f","sound, colour",http://movingimage.nls.uk/film/N0257
"[""HELLO THERE""].",,[Place of production not identified]  : ,1981,['(5.08 mins) : '],"Producer, Grampian Television.",Children and Infants -- television news,Children playing skipping (and singing skipping songs) in school playground.,"sound, colour",http://movingimage.nls.uk/film/N0270
"[PLASTICS FACTORY AT LEVENMOUTH, FIFE].",,[Place of production not identified]  : ,1980,['(6.12 mins) : '],"Producer, Grampian Television.","Employment, Industry and Industrial Relations -- Fife -- television news","Levenmouth plastics factory.  The factory gives unemployed people on the Youth Opportunities programme a chance to gain skills and, ultimately, employment in the industry.  Also includes footage of a market garden run to help the old and needy in the area","sound, colour",http://movingimage.nls.uk/film/N0272
"[DISABLED WORKERS AT A & J Robertson gravestone makers, ABERDEEN].",,[Place of production not identified]  : ,1980,['(2.36 mins) : '],"Producer, Grampian Television.",Aberdeen -- television news,"Disabled employees at A & J Robertson, Gravestone Makers, Aberdeen.  There is an interview with the director of the company and footage of the workshop where stones are prepared.","sound, colour",http://movingimage.nls.uk/film/N0276
"['NORTHERN SCOT', ELGIN].",,[Place of production not identified]  : ,1980,['(11.23 mins) : '],"Producer, Grampian Television.","Media, Communication and the Creative Industries -- Morayshire -- television news","Centenary of the 'Northern Scot' newspaper, published by the Moray and Nairn Newspaper Company Limited in Elgin.  Includes footage of printing presses and men at work on newspapers.  Close ups of pages from newspapers over the years. ","sound, colour",http://movingimage.nls.uk/film/N0282
[YWCA (YOUNG WOMEN'S CHRISTIAN ASSOCIATION)].,,[Place of production not identified]  : ,1980,['(3.57 mins) : '],"Producer, Grampian Television.",Religion -- television news,Interior and exterior shots of a YWCA (Young Women's Christian Association) residence [mute].,"mute, colour",http://movingimage.nls.uk/film/N0295
[NAIRN STREET].,,[Place of production not identified]  : ,1980,['(1.50 mins) : '],"Producer, Grampian Television.","Employment, Industry and Industrial Relations -- television news",News report on the introduction of parking meters to the High Street of Nairn.   Shop owners claim that the charge has a detrimental effect on trade in a time of recession.,"sound, colour",http://movingimage.nls.uk/film/N0306
[CATTLE].,,[Place of production not identified]  : ,1985,['(5.14 mins) : '],"Producer, Grampian Television.",television news,"General views at an indoor cattle market, plus brief interviews with cattle farmers. ","sound, colour",http://movingimage.nls.uk/film/N0341
[PEAT CUTTING MACHINE].,,[Place of production not identified]  : ,1981,['(3.13  mins ) : '],"Producer, Grampian Television.",Power Resources -- television news,"Shots of a peat cutting machine in action, an interview with a farmer, who compares the price of peat favourably with other sources of power.","sound, colour",http://movingimage.nls.uk/film/N0348
[TOMATIN BOAT RACE].,,[Place of production not identified]  : ,1981,['(5.08 mins) : '],"Producer, Grampian Television.",Leisure and Recreation -- Invernesshire -- television news,"General views of a yachting boat race at Tomatin, Inverness-shire.  [mute]","mute, colour",http://movingimage.nls.uk/film/N0366
[PREVIEW: Orpheus; Jimmy Logan].,,[Place of production not identified]  : ,1981,['(2.36 mins) : '],"Producer, Grampian Television.","Media, Communication and the Creative Industries -- television news",Brief footage of woman singing in 'Orpheus'.  Second feature shows Jimmy Logan talks about his part in the stage play 'Harvey'.  Brief shots of play are shown.,"sound, colour",http://movingimage.nls.uk/film/N0370
(ROYAL LYCEUM THEATRE / PANTO VOX POPS).,,[Place of production not identified]  : ,1980,['(2.50 mins) : '],"Producer, Grampian Television.","Media, Communication and the Creative Industries -- Edinburgh -- television news","Footage from a report on the perceived ""good health"" of Scottish theatre, and vox pops questioning the Edinburgh public opinion on pantos.","sound, colour",http://movingimage.nls.uk/film/N0383
[CHILDREN'S HOME - LINMOOR].,,[Place of production not identified]  : ,1980,['(8.45 mins) : '],"Producer, Grampian Television.",Children and Infants -- television news,Uncut footage from a news item on Linmoor children's home.,"sound, colour",http://movingimage.nls.uk/film/N0386
[HELLO THERE - VISIT TO A LIBRARY].,,[Place of production not identified]  : ,1981,['(5.22  mins ) : '],"Producer, Grampian Television.",Aberdeen -- television news,A boy and a girl visit a library; the librarian shows them services available in the library and how to use the catalogue to find a particular book.,"mute, colour",http://movingimage.nls.uk/film/N0392
[CILLA AND ARTIE].,,[Place of production not identified]  : ,1981,['(2.59  mins ) : '],"Producer, Grampian Television.",Music -- television news,"Cilla Fisher and Artie Tresize perform ""Norlan' Wind (The Wild Geese)"", Artie playing the accordion and Cilla guitar.","sound, colour",http://movingimage.nls.uk/film/N0403
[GENERAL VIEWS AND APPROACH TO ULLAPOOL].,,[Place of production not identified]  : ,1981,['(6.35 mins) : '],"Producer, Grampian Television.",Ross-shire  -- television news,General views approaching Ullapool as viewed from moving boat.  Footage of boat docking at Ullapool harbour.,"mute, colour",http://movingimage.nls.uk/film/N0405
"['FIR CHLIS', GAELIC DRAMA GROUP].",,[Place of production not identified]  : ,1980,['(2.44 mins) : '],"Producer, Grampian Television.","Leisure and Recreation -- Media, Communication and the Creative Industries -- Outer Hebrides -- television news",The 'Fir Chlis' drama group in rehearsal in the Harris Community Centre.  Also features exterior shots of building where group is based and the group's van.  [mute],"mute, colour",http://movingimage.nls.uk/film/N0406
"[ART EXHIBITION, ABERDEEN AND INTERVIEW WITH ELIZABETH BLACKADDER].",,[Place of production not identified]  : ,1981,['(2.10 mins) : '],"Producer, Grampian Television.","Art and Artists, general   -- Arts and Crafts -- Aberdeen -- television news",The artist Elizabeth Blackadder talks about her painting and her work is shown exhibited in a gallery in Aberdeen.,"sound, colour",http://movingimage.nls.uk/film/N0410
[ORKNEY SEAL CULL].,,[Place of production not identified]  : ,1981,['(11.45 mins) : '],"Producer, Grampian Television.",Environment -- Orkney Islands -- television news,Mute footage of protesters against the Orkney seal cull on boat and on shore.,"mute, colour",http://movingimage.nls.uk/film/N0418
[PREVIEW: Pitlochry Festival Theatre and Byre Theatre].,,[Place of production not identified]  : ,1981,['(5.43 mins) : '],"Producer, Grampian Television.","Media, Communication and the Creative Industries -- Fife -- Perth -- television news","Preview of theatrical productions at the new Pitlochry Festival Theatre and Byre Theatre, St. Andrews.  Includes interviews with the actor Walter Carr who talks about his fondness for rep. work in Pitlochry and with Adrian Reynolds, Director of Production","sound, colour",http://movingimage.nls.uk/film/N0420
"[DRY STANE DYKES - ""OUTS""].",,[Place of production not identified]  : ,1982,['(4.05 mins) : '],"Producer, Grampian Television.",Arts and Crafts -- television news,Man builds a dry stane dyke.,"sound, colour",http://movingimage.nls.uk/film/N0426
[N.C.R. FACTORIES ].,,[Place of production not identified]  : ,1980,['(2.08 mins) : '],"Producer, Grampian Television.",Aberdeenshire -- television news,"Mute news item, showing work inside an NCR factory, building an ATM. ","mute, colour",http://movingimage.nls.uk/film/N0446
[ROYAL WEDDING CHINA].,,[Place of production not identified]  : ,1981,['(8.15 mins) : '],"Producer, Grampian Television.",Invernesshire -- television news,"Mute footage of china production at Highland China, showing plates, cups and other celebratory pieces in honour of the marriage of the Prince of Wales and Lady Diana Spencer.","mute, colour",http://movingimage.nls.uk/film/N0448
[GRAND CENTRAL].,,[Place of production not identified]  : ,1981,['(9.02 min ) : '],"Producer, Grampian Television.","Media, Communication and the Creative Industries -- Aberdeen -- television news","Interviews with employees of the Grand Central Cinema in Aberdeen, about the closure of the cinema and its history.","sound, colour",http://movingimage.nls.uk/film/N0453
[MACINTOSH PATRICK - LESSON 1].,,[Place of production not identified]  : ,1981,['(5.37 mins) : '],"Producer, Grampian Television.",Arts and Crafts -- Dundee -- television news,Painter James McIntosh Patrick gives a brief lesson in drawing.,"sound, colour",http://movingimage.nls.uk/film/N0461
"[WEAVING WORKSHOP, TURIFF].",,[Place of production not identified]  : ,1981,['(4.05 mins) : '],"Producer, Grampian Television.","Employment, Industry and Industrial Relations -- Aberdeenshire -- television news","Report on David Granny's cottage industry of tweed and silk weaving, in Turiff.","sound, colour",http://movingimage.nls.uk/film/N0466
[TAYSIDE HOUSE].,,[Place of production not identified]  : ,1981,['(8.53 mins) : '],"Producer, Grampian Television.",Dundee -- television news,"News item on Tayside House, Dundee attempting to debunk the public notion that civil servants enjoy a privileged position.","sound, colour",http://movingimage.nls.uk/film/N0468
[BATTLEFIELD BAND].,,[Place of production not identified]  : ,1981,['(1.44 mins) : '],"Producer, Grampian Television.",Music -- television news,"A preview piece on the 'Battlefield Band', a band featuring bagpipes, electric guitar, fiddle etc.  Includes an interview with a band member and footage of them performing in concert. ","sound, colour",http://movingimage.nls.uk/film/N0475
[BROUGHTY FERRY].,,[Place of production not identified]  : ,1982,['(3.58 mins) : '],"Producer, Grampian Television.",Housing and Living Conditions -- Landscapes and Seascapes -- Water and Waterways -- Dundee -- television news,General views of Broughty Ferry.,"mute, colour",http://movingimage.nls.uk/film/N0478
[CLAYMORE CREAMERY].,,[Place of production not identified]  : ,1985,['(6.52 mins) : '],"Producer, Grampian Television.",Food and Drink -- Orkney Islands -- television news,"Work inside the Claymore Creamery.  Includes general views of testing, churning and packaging processes for cream, butter and cheese.  ","sound, colour",http://movingimage.nls.uk/film/N0494
[FARMS].,,[Place of production not identified]  : ,1982,['(7.07 mins) : '],"Producer, Grampian Television.",Agriculture -- Environment -- Aberdeenshire -- television news,"Shots of farms, livestock and farming activities, most probably in the North East of Scotland.","mute, colour",http://movingimage.nls.uk/film/N0509
[GENERAL VIEWS - FRASERBURGH].,,[Place of production not identified]  : ,1982,['(8.00 mins ) : '],"Producer, Grampian Television.",Aberdeenshire -- television news,"Shots of Fraserburgh Mercat Cross and harbour, and exteriors of  British Fish Canners Ltd. and Consolidated Pneumatic.","sound, colour",http://movingimage.nls.uk/film/N0510
[NORMAN McLEAN INTERVIEWS (ENGLISH)].,,[Place of production not identified]  : ,1982,['(1.45mins) : '],"Producer, Grampian Television.",television news,Interview with Norman McLean about transferring comedy from Gaelic to an English speaking audience.,"sound, colour",http://movingimage.nls.uk/film/N0520
[ROD MAKER].,,[Place of production not identified]  : ,1982,['(4.12 mins) : '],"Producer, Grampian Television.",television news,"News item on fishing rod maker, Mr Rob Wilson, whose rods are in demand all over the world.","sound, colour",http://movingimage.nls.uk/film/N0523
[WOOD TURNING WORKSHOP RUN BY WATER FROM THE FEUGH].,,[Place of production not identified]  : ,1982,['(10.05 mins) : '],"Producer, Grampian Television.",Power Resources -- Aberdeenshire -- television news,Gvs wood turner at work on lathe in his craftshop.  The small craftshop is powered by a water wheel driven by the Water of Feugh.,"sound, colour",http://movingimage.nls.uk/film/N0526
"[FIRE DAMAGE, THE PLAYHOUSE CINEMA, INVERNESS].",,[Place of production not identified]  : ,1972,['(8.44 mins) : '],"Producer, Grampian Television.",Invernesshire -- television news,"A building on fire (the Playhouse Cinema, Inverness) and plumes of thick smoke.","mute, black and white",http://movingimage.nls.uk/film/N0538
[KILBRIDE FAMILY - WOOL PRODUCERS].,,[Place of production not identified]  : ,1982,['(4.42 mins ) : '],"Producer, Grampian Television.",Agriculture -- Arts and Crafts -- Environment -- Ross-shire  -- television news,"General views of wool production on a small scale, family context.  Lesley and Thomas Kilbride work from their croft at Ri-Aulaidh, Cuaig, Strathcarron, Wester Ross.  Most processes are covered, from rearing the sheep, spinning, dying and weaving, through","sound, colour",http://movingimage.nls.uk/film/N0544
[KEILLER MARMALADE / OKHAI DUNDEE].,,[Place of production not identified]  : ,1982,['(5.22 mins) : '],"Producer, Grampian Television.",Dundee -- television news,"Interview with the owner of the Keiller marmalade factory in Dundee, Mr Okhai regading the success of the business and why he took it on.  Interior shots of the factory.  ","sound, colour",http://movingimage.nls.uk/film/N0545
[RAIL CRASH AT LONGFORGAN] .,,[Place of production not identified]  : ,1982,['(4.00 mins ) : '],"Producer, Grampian Television.",television news,"Gvs of the Longforgan rail track, shot of the train that had de-railed, train lying on it's side in the water. Longforgan Signal Box.","mute, colour",http://movingimage.nls.uk/film/N0552
[STONEMASONS  - DUNDEE] .,,[Place of production not identified]  : ,1982,['(3.18 mins  ) : '],"Producer, Grampian Television.",Architecture and Buildings -- Dundee -- television news,Shots of stonemasons at work in Dundee.  Shots of a castle completed with stonemasonary.,"mute, colour",http://movingimage.nls.uk/film/N0553
[ABOYNE HIGHLAND GAMES] .,,[Place of production not identified]  : ,1982,['(1.18 mins ) : '],"Producer, Grampian Television.",Transport -- Aberdeenshire -- television news,Brief shot of the Aboyne Highland Games and then shots of gliders flying and landing.,"sound, colour",http://movingimage.nls.uk/film/N0555
[ROLLING STONES IN ABERDEEN] .,,[Place of production not identified]  : ,1981,['(16.15 mins) : '],"Producer, Grampian Television.",Aberdeen -- television news,The Rolling Stones arriving at Aberdeen airport and singing in concert at the Capitol in Aberdeen. Shots of fans queuing outside the ticket office with sleeping bags.,"sound, colour",http://movingimage.nls.uk/film/N0557
[HOSTEL FOR HOMELESS AND LODGING HOUSE IN ABERDEEN].,,[Place of production not identified]  : ,1981,['(8.11 mins) : '],"Producer, Grampian Television.",Aberdeen -- television news,General views of a Hostel and a Lodging House in Aberdeen for the Homeless.,"sound, colour",http://movingimage.nls.uk/film/N0558
[TRAVELLING PEOPLE].,,[Place of production not identified]  : ,1981,['(6.07min  ) : '],"Producer, Grampian Television.",television news,"An interview with a council representative talking about a site run for the use of Travelling People, interview held on site. ","sound, colour",http://movingimage.nls.uk/film/N0560
"[1000th BOAT TO BE BUILT, ST. MONANS].",,[Place of production not identified]  : ,1976,['(5.06 mins) : '],"Producer, Grampian Television.",television news,"Off cut footage from a news item on the 1000th boat to be built at Millers, St. Monans, Fife.","sound and mute, colour",http://movingimage.nls.uk/film/N0563
[TAYSIDE POLICE HEADQUARTERS].,,[Place of production not identified]  : ,1977,['(8.56 mins) : '],"Producer, Grampian Television.","Crime, Punishment and Law Enforcement -- Dundee -- television news",Interior and exterior shots of the new Tayside Police Headquarters in Dundee.  ,"sound, colour",http://movingimage.nls.uk/film/N0569
"[PROPOSED CLOSURE OF TEXTILE FACTORY, SIDLAW DENBURN WORKS].",,[Place of production not identified]  : ,1977,['(8.53 mins) : '],"Producer, Grampian Television.",Angus -- television news,"News coverage of the proposed cuts in jobs and CLOSURE OF TEXTILE FACTORY, SIDLAW Textiles, Denburn Works, Brechin.  Includes interior shots of the factory.  ","sound, colour",http://movingimage.nls.uk/film/N0577
[CLOTHING FACTORY; MINI-SUBS].,,[Place of production not identified]  : ,1977,['(3.47 mins) : '],"Producer, Grampian Television.",Aberdeen -- television news,"Interior shots of factory, Taybridge, showing workers manufacturing waterproof cloth intended for use in garments worn on North Sea oil rigs and for outdoor garments generally.  General views of mini-subs recently added to Intersub fleet for use in North ","sound, colour",http://movingimage.nls.uk/film/N0579
"[LOCAL GOVERNMENT CONVENTION, INTERVIEW WITH JOHN SMITH].",,[Place of production not identified]  : ,1977,['(4.13 mins) : '],"Producer, Grampian Television.",Politics -- television news,"Interview with John Smith regarding the Local Government Convention, covering issues of devolution, timing of the election and general political issues.  ","sound, colour",http://movingimage.nls.uk/film/N0580
"[HORSE SALE, PETERHEAD].",,[Place of production not identified]  : ,1977,['(5.56 mins) : '],"Producer, Grampian Television.",Aberdeenshire -- television news,"Mr. John Cameron, owner of Dales Farm, Peterhead, talks about his decision to sell nearly 150 horses from his farm, ranging from Clydesdales to Shetland ponies.  General views of this auction.   ","sound, colour",http://movingimage.nls.uk/film/N0584
[PETERHEAD STREET SCENES].,,[Place of production not identified]  : ,1979,['(4.10 mins) : '],"Producer, Grampian Television.",Aberdeenshire -- television news,"General views of Peterhead streets and buildings, mostly in state of disrepair.  ","mute, colour",http://movingimage.nls.uk/film/N0588
[NEW TYPE OF SURVIVAL SUIT FOR USE IN NORTH SEA].,,[Place of production not identified]  : ,1977,['(4.20 mins) : '],"Producer, Grampian Television.",television news,General views of the oil boat 'Sea Driller' and interview with man regarding the new survival suit design for use in the North Sea.  ,"sound, colour",http://movingimage.nls.uk/film/N0589
"[AFTERMATH OF FIRE, PALACE THEATRE, DUNDEE].",,[Place of production not identified]  : ,1977,['(2.42 mins) : '],"Producer, Grampian Television.","Architecture and Buildings -- Leisure and Recreation -- Media, Communication and the Creative Industries -- Dundee -- television news","General footage of the aftermath of fire that destroyed the Palace Theatre, Dundee. ","mute, colour",http://movingimage.nls.uk/film/N0593
[GENERAL VIEWS OF MACDUFF FISH MARKET].,,[Place of production not identified]  : ,1980,['(7.00mins) : '],"Producer, Grampian Television.",Fish and Fishing -- Banff -- television news,General views of the Fish Market in Macduff.,"mute, colour",http://movingimage.nls.uk/film/N0596
"[FASHION SHOW, EDINBURGH].",,[Place of production not identified]  : ,1977,['(2.20 mins) : '],"Producer, Grampian Television.","Media, Communication and the Creative Industries -- Edinburgh -- television news","Women modelling various fashion designs, including fur trouser suit, wedding dress and hot pants in Edinburgh [unidentified designer].","mute, colour",http://movingimage.nls.uk/film/N0601
[RICHARDS TEXTILE FACTORY].,,[Place of production not identified]  : ,1977,['(12.03 mins) : '],"Producer, Grampian Television.",Aberdeen -- television news,"The work of the Richards Textiles Factory at Broadford, Aberdeen is shown, including some good interior shots of the factory machinery and production line.  Includes interview with Mr. Richards, the Managing Director.  ","sound, colour",http://movingimage.nls.uk/film/N0609
"[FLATS FOR RENOVATION, PEDDIE STREET, DUNDEE; EXTERIORS, ABERDEEN COLLEGE OF EDUCATION].",,[Place of production not identified]  : ,1977,['(5.28 mins) : '],"Producer, Grampian Television.",Housing and Living Conditions -- Aberdeen -- Dundee -- television news,"General views around Peddie Street, Dundee.  This footage shows a pilot housing scheme on Peddie Street.  Second item features exterior shots of Aberdeen College of Education.  ","mute, colour",http://movingimage.nls.uk/film/N0613
[AFTERMATH OF JUTE FIRE; NORTH CARR LIGHTSHIP; 'SPAR' OIL STORAGE UNIT].,,[Place of production not identified]  : ,1977,['(9.41 mins) : '],"Producer, Grampian Television.",Dundee -- Fife -- television news,"Compilation of news items, featuring the aftermath of a fire at a jute warehouse at South Grove Works, Dundee; footage of the North Carr Lightship at Anstruther Harbour on a sunny day and general views of the 'Spar' floating oil storage unit beginning its","sound, colour",http://movingimage.nls.uk/film/N0617
[ABERDEEN HARBOUR CLOSED BY GALES].,,[Place of production not identified]  : ,1977,['(4.15 mins) : '],"Producer, Grampian Television.",Aberdeen -- television news,"General views of Aberdeen Harbour, closed due to gales.  ","mute, colour",http://movingimage.nls.uk/film/N0621
"[COSTUME JEWELLERY FACTORY, GLENROTHES].",,[Place of production not identified]  : ,1977,['(12.50 mins) : '],"Producer, Grampian Television.","Employment, Industry and Industrial Relations -- Fife -- television news","Interview discusses a line of jewellery made to celebrate the Jubilee year, shots of production line manufacture in a costume jewellery factory in Glenrothes.  ","mute, colour",http://movingimage.nls.uk/film/N0623
[JOB CREATION PROJECT].,,[Place of production not identified]  : ,1977,['(2.50 mins) : '],"Producer, Grampian Television.",Fife -- television news,"Boatbuilding work in Anstruther Harbour, rebuilding a Shetland fishing boat to original state for use in Fisheries Museum.  Includes an interview with the Curator of the Fisheries Museum about the recruitment of ex-boatbuilders on this job creation scheme","sound, colour",http://movingimage.nls.uk/film/N0624
"[POLICE HEADQUARTERS, INVERNESS].",,[Place of production not identified]  : ,1977,['(5.30 mins) : '],"Producer, Grampian Television.","Crime, Punishment and Law Enforcement -- Invernesshire -- television news",Interior shots of police headquarters in Inverness and of a search being made along a country road with dogs.,"mute, colour",http://movingimage.nls.uk/film/N0625
"[TELEVISION BANKING, ABERDEEN].",,[Place of production not identified]  : ,1977,['(2.27 mins) : '],"Producer, Grampian Television.",Aberdeen -- television news,General views inside Aberdeen's West End branch of the Clydesdale Bank where new television banking facilities are seen in action.,"mute, colour",http://movingimage.nls.uk/film/N0626
"[CHEESE FACTORY, TAIN].",,[Place of production not identified]  : ,1977,['(12.29 mins) : '],"Producer, Grampian Television.",Ross-shire  -- television news,Manufacturing processes involved in producing Caboc cheese.,"mute, colour",http://movingimage.nls.uk/film/N0628
[ROADS BLOCKED BY SNOW].,,[Place of production not identified]  : ,1978,['(12.04 mins) : '],"Producer, Grampian Television.",Transport -- television news,"Report about heavy snow conditions in the North East of Scotland and how these have affected movement and safety of people, often stranded by adverse weather conditions.","sound, colour",http://movingimage.nls.uk/film/N0640
"[NEW COMPUTER, ROBERT GORDON'S INSTITUTE OF TECHNOLOGY].",,[Place of production not identified]  : ,1977,['(6.15 mins) : '],"Producer, Grampian Television.",Education -- Aberdeen -- television news,"Mr. Ian Ellis, Head of Computer Services at Robert Gordon's Institute of Technology explains the uses of a new £200,000 computer which will have industrial as well as academic benefits to the Aberdeenshire and offshore economies.   ","sound, colour",http://movingimage.nls.uk/film/N0644
"[GENERAL VIEWS, NEWBURGH, FIFE].",,[Place of production not identified]  : ,1980,['(4.30 mins) : '],"Producer, Grampian Television.",Fife -- television news,"General views around Newburgh, Fife.  Includes shots of post office and Tayside Floorcloth Company's linoleum factory.  ","mute, colour",http://movingimage.nls.uk/film/N0645
"[GENERAL VIEWS, DINGWALL].",,[Place of production not identified]  : ,1979,['(12.43 mins) : '],"Producer, Grampian Television.",Ross-shire  -- television news,"General views around Dingwall.  Most of film, however, consists of shots of the Cromarty Bridge under construction and heavy load traffic passing along adjacent road.  ","mute, colour",http://movingimage.nls.uk/film/N0649
[STRATHEARN GLASS].,,[Place of production not identified]  : ,1979,['(6.41 mins) : '],"Producer, Grampian Television.",Arts and Crafts -- Perth -- television news,"A report about Strathearn Glass in Perthshire.  Interior shots of craftsmen at work and an interview with glass engraver and sculptor, Alasdair Gordon.  ","sound, colour",http://movingimage.nls.uk/film/N0660
[BUCHAN MEAT PRODUCERS].,,[Place of production not identified]  : ,1979,['(5.15 mins) : '],"Producer, Grampian Television.",Food and Drink -- Aberdeenshire -- television news,"The work at the factory of Buchans Meat Producers Ltd.  Shows carcasses being hung and wrapped and skins being trimmed, as well as extensive exterior shots of the factory.  ","sound, colour",http://movingimage.nls.uk/film/N0662
[OPENING CEREMONY ORKNEY/CAITHNESS (TRIMS)].,,[Place of production not identified]  : ,1965,['(15.19mins) : '],"Producer, Grampian Television.","Media, Communication and the Creative Industries -- Caithness -- Orkney Islands -- television news","Trims from the opening ceremony of Independent/Grampian television in Orkney and Caithness. Includes shots of people in fancy dress as cavemen, mostly women.","sound, black and white",http://movingimage.nls.uk/film/N0666
[WEAVING - MAN AT HOME LOOM].,,[Place of production not identified]  : ,1977,['(5.58mins) : '],"Producer, Grampian Television.",Arts and Crafts -- television news,Trim footage of man at work on home loom and shots of finished articles.,"sound, colour",http://movingimage.nls.uk/film/N0682
"[TOWN AND CANDIDATES, HAMILTON].",,[Place of production not identified]  : ,1978,['(26.39 mins) : '],"Producer, Grampian Television.",Lanarkshire -- television news,"Shots of Lanarkshire towns, Larkhall,  Hamilton and Blantyre plus well known politicians canvassing the electorate.  Viewing copy available of Reel 2, which includes shots of George Robertson canvassing in Hamilton with Dennis Healey in the 1978 by-electi","sound, colour",http://movingimage.nls.uk/film/N0683
"[NATIONAL CASH REGISTER FACTORY, DUNDEE].",,[Place of production not identified]  : ,1979,['(4.30 mins) : '],"Producer, Grampian Television.","Employment, Industry and Industrial Relations -- Dundee -- television news","A report from the National Cash Register factory in Dundee, covering a demonstration of a new 24 hour cash machine prototype and its manufacture and an interview about employment levels within the company.  ","sound, colour",http://movingimage.nls.uk/film/N0690
[BUTCHER SHOP].,,[Place of production not identified]  : ,1980,['(4.22 mins) : '],"Producer, Grampian Television.",television news -- television documentary,Interior shots of a busy butchers shop in Aberdeen Market.,"sound, colour",http://movingimage.nls.uk/film/N0692
"[CARPET FACTORY, DUNDEE].",,[Place of production not identified]  : ,1977,['(7.26 mins) : '],"Producer, Grampian Television.","Employment, Industry and Industrial Relations -- Dundee -- television news","Shots inside the Thomson Shepherd carpet factory in Dundee and an interview discussing management of the factory, current economic trends, future of the factory, concentration on the export market and employment prospects.  ","sound, colour",http://movingimage.nls.uk/film/N0693
